workerid	trial_number	trial_type	distractor_proportion	feature	target_proportion	sentence_type	incorrect_clicks	species	incorrect_labels	genus	response	language	enjoyment	age	sex	assess	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject
0	3	sentences	0.5	fangs	0.5	negation	NA	fish	NA	moge	0.01	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	3	sentences	0.5	fangs	0.5	sometimes	NA	fish	NA	moge	0.96	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	4	familiarization	0.1	thorns	0.5	NA	0	flower	[]	mork	morks	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	5	familiarization	0.5	thorns	0.1	NA	0	flower	[]	fing	fings	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	6	sentences	0.1	thorns	0.5	sometimes	NA	flower	NA	mork	1	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	6	sentences	0.1	thorns	0.5	generic	NA	flower	NA	mork	0.48	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	6	sentences	0.1	thorns	0.5	always	NA	flower	NA	mork	0.03	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	6	sentences	0.1	thorns	0.5	usually	NA	flower	NA	mork	0.49	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	6	sentences	0.1	thorns	0.5	negation	NA	flower	NA	mork	0.03	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	7	sentences	0.5	thorns	0.1	usually	NA	flower	NA	fing	0.02	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	7	sentences	0.5	thorns	0.1	generic	NA	flower	NA	fing	0.25	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	7	sentences	0.5	thorns	0.1	always	NA	flower	NA	fing	0.03	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	7	sentences	0.5	thorns	0.1	sometimes	NA	flower	NA	fing	0.23	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	7	sentences	0.5	thorns	0.1	negation	NA	flower	NA	fing	0.08	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	8	familiarization	0.9	crest	0.5	NA	0	bird	[]	monx	monxes	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	9	familiarization	0.5	crest	0.9	NA	0	bird	[]	hinx	hinxes	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	10	sentences	0.5	crest	0.9	sometimes	NA	bird	NA	hinx	0.51	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	10	sentences	0.5	crest	0.9	negation	NA	bird	NA	hinx	0.02	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	10	sentences	0.5	crest	0.9	generic	NA	bird	NA	hinx	0.43	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
0	10	sentences	0.5	crest	0.9	always	NA	bird	NA	hinx	0.04	English	1	35	Female	Yes	3	Mac	800	1280	Chrome	3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	33SBSXUPCZFHSPEBOJN7773QZ348XO	Alien Biodiversity Study 2C	An 8-minute experiment where we ask you about some "alien" species.	language research stanford fun cognitive science university	$0.60	Mon Jun 30 05:57:02 PDT 2014	15	0	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Sun Jul 20 08:06:52 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3FTID4TN8LYHHAFLTCDWBA3CYHQLY5	3IQ1VMJRYTKO7AE3EB1SSZPTAQ8A90	0	Approved	Mon Jun 30 23:06:16 PDT 2014	Mon Jun 30 05:57:30 PDT 2014	Mon Jun 30 06:26:16 PDT 2014	Mon Jun 30 08:05:12 PDT 2014				
